date,asset_id,time,open,close,high,low,volume,market_cap,url_shares,unique_url_shares,tweets,tweet_spam,tweet_followers,tweet_quotes,tweet_retweets,tweet_replies,tweet_favorites,tweet_sentiment1,tweet_sentiment2,tweet_sentiment3,tweet_sentiment4,tweet_sentiment5,tweet_sentiment_impact1,tweet_sentiment_impact2,tweet_sentiment_impact3,tweet_sentiment_impact4,tweet_sentiment_impact5,social_score,average_sentiment,sentiment_relative,news,price_score,social_impact_score,correlation_rank,galaxy_score,volatility,alt_rank,alt_rank_30d,market_cap_rank,percent_change_24h_rank,volume_24h_rank,social_volume_24h_rank,social_score_24h_rank,medium,youtube,social_contributors,social_volume,price_btc,social_volume_global,percent_change_24h,market_cap_global,market_dominance,name,symbol,close_end_1d,close_percent_change_1d,close_end_7d,close_min_7d,close_max_7d,close_loss_7d,close_gain_7d,close_change_7d,close_percent_change_7d,decision,color,close_btc,adx,cci,cmo,dx,roc,rsi,willr,atr,corr,linreg,angle,intercept,slope,stdev,var,tsf,bband_upper,bband_middle,bband_lower,bband_relative,apo,macd,macdsignal,macdhist,ppo,tweet_sentiment_bullish,tweet_sentiment_bearish,tweet_sentiment_net,tweet_sentiment_impact_bullish,tweet_sentiment_impact_bearish,tweet_sentiment_impact_net,tweets_mean,tweet_followers_mean,tweet_sentiment_impact_net_mean,news_mean,volatility_mean,social_volume_global_mean,tweet_sentiment1_stdev,tweet_sentiment_impact_bearish_stdev,market_dominance_stdev,market_cap_global_pct_change
2019-08-30,29,1567123200,0.002451,0.002458,0.002489,0.00242,17545716.0,,,,493.0,148.0,,,,,,2.0,61.0,48.0,137.0,103.0,70.0,114856.0,54309.0,348132.0,143041.0,644466.0,3.8,,6.0,,,,,0.49338672,,,,,,,,0.0,0.0,203,542,2.562449051244076e-07,90535,0.9031198686371232,,,Dogecoin,DOGE,0.002456,-0.0008136696501221,0.002459,0.00242,0.00266,-0.015459723352319,0.082180634662327,9.99999999999699e-07,0.0004068348250609,Hold,Grey,9592.385842,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,63.0,177.0,491173.0,114926.0,376247.0,,,,,,,,,,
2019-08-31,29,1567209600,0.002468,0.002456,0.002509,0.002435,16650154.0,,,,584.0,169.0,,,,,,6.0,69.0,58.0,177.0,110.0,7075.0,136857.0,113330.0,395699.0,163824.0,812978.0,3.8,,4.0,,,,,0.45602875,,,,,,,,0.0,0.0,292,628,2.5550590246609264e-07,94031,-0.0813669650122158,,,Dogecoin,DOGE,0.002475,0.0077361563517916,0.002476,0.002293,0.00266,-0.0663680781758957,0.0830618892508144,2.000000000000005e-05,0.00814332247557,Buy,Green,9612.302402,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,75.0,212.0,559523.0,143932.0,415591.0,,,,,,,,,,
2019-09-01,29,1567296000,0.0025,0.002475,0.002537,0.002454,15115711.0,,4.0,4.0,553.0,160.0,,,,,,6.0,68.0,77.0,139.0,109.0,3540.0,168935.0,232277.0,426419.0,150543.0,978743.0,3.7,,2.0,,,,,0.41202363,,,,,,,,0.0,0.0,291,584,2.535814602122799e-07,107761,0.7736156351791675,,,Dogecoin,DOGE,0.002587,0.0452525252525251,0.002459,0.002293,0.00266,-0.0735353535353536,0.0747474747474746,-1.600000000000039e-05,-0.0064646464646466,Hold,Grey,9760.177254,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,74.0,174.0,576962.0,172475.0,404487.0,,,,,,,,,,
2019-09-02,29,1567382400,0.002612,0.002587,0.002657,0.002559,16769667.0,,1.0,1.0,529.0,171.0,,,,,,2.0,71.0,65.0,112.0,112.0,2390.0,121110.0,215524.0,226474.0,152927.0,714933.0,3.7,,2.0,,,,,0.66179299,,,,,,,,0.0,0.0,171,561,2.493631825072655e-07,120150,4.525252525252512,,,Dogecoin,DOGE,0.002589,0.0007730962504832,0.002438,0.002293,0.00266,-0.1136451488210282,0.0282180131426363,-0.0001489999999999,-0.0575956706609972,Hold,Grey,10374.426465,,16.877354541649417,,,,,-44.647519582245465,,0.0,0.002460771428571427,-0.0010264129643102898,0.0026936571428571444,-1.7914285714285965e-05,0.0,7.957596938774756e-09,0.0024428571428571407,0.0025772142857142855,0.0025772142857142855,0.0025772142857142855,inf,,,,,,224.0,73.0,151.0,379401.0,123500.0,255901.0,,,,2.5,,50181.142857142855,,,,
2019-09-03,29,1567468800,0.002647,0.002589,0.00266,0.002532,17925768.0,,2.0,2.0,591.0,191.0,,,,,,6.0,70.0,84.0,138.0,105.0,2432.0,137035.0,220489.0,294307.0,148547.0,801751.0,3.7,,4.0,,,,,0.49844029,,,,,,,,0.0,0.0,207,639,2.441898924810484e-07,120085,0.0773096250483287,,,Dogecoin,DOGE,0.0025,-0.0343762070297412,0.00241,0.002293,0.00266,-0.1143298570876787,0.0274237157203553,-0.000179,-0.0691386635766706,Sell,Red,10602.404439,,20.40667123600645,-25.72533849129589,28.2683666004807,-4.88611315209404,37.137330754352064,-41.36986301369855,0.00011135714285714283,0.0,0.0024844857142857146,-0.0007336378273076388,0.002650942857142858,-1.2804395604395635e-05,0.0,6.379918367347868e-09,0.002471681318681319,0.002567714285714285,0.002567714285714285,0.002567714285714285,inf,,,,,,243.0,76.0,167.0,442854.0,139467.0,303387.0,,,,2.7857142857142856,,57807.07142857143,,,,
2019-09-04,29,1567555200,0.002577,0.0025,0.002601,0.002464,16212352.0,,,,611.0,167.0,,,,,,7.0,68.0,75.0,185.0,117.0,1521.0,79947.0,165758.0,3863574.0,157592.0,4256892.0,3.8,,2.0,,,,,0.42102349,,,,,,,,0.0,0.0,249,640,2.3657859609619786e-07,113061,-3.437620702974125,,,Dogecoin,DOGE,0.002501,0.0004,0.002398,0.002293,0.002601,-0.0828,0.0403999999999999,-0.000102,-0.0408,Hold,Grey,10567.312687,,-37.07026765754324,-37.341533827036486,35.21001996732616,-5.446293494704991,31.32923308648176,-65.7534246575342,0.00011318877551020406,0.0,0.002477971428571429,-0.0007003936827162391,0.0026368857142857137,-1.2224175824175762e-05,0.0,6.185959183673625e-09,0.002465747252747253,0.002557428571428571,0.002557428571428571,0.002557428571428571,-inf,,,,,,302.0,75.0,227.0,4021166.0,81468.0,3939698.0,,,,2.9285714285714284,,64990.28571428572,,,,
2019-09-05,29,1567641600,0.002527,0.002501,0.002551,0.002455,17545511.0,,,,552.0,176.0,,,,,,5.0,65.0,62.0,144.0,104.0,4498.0,87947.0,139601.0,3781720.0,143190.0,4154071.0,3.7,,11.0,,,,,0.44514412,,,,,,,,0.0,0.0,264,598,2.36083600575155e-07,117822,0.0400000000000053,,,Dogecoin,DOGE,0.002459,-0.0167932826869253,0.00242,0.002293,0.002551,-0.0831667333066774,0.0199920031987203,-8.100000000000034e-05,-0.0323870451819273,Sell,Red,10593.704916,,-45.73184112354607,-37.08211666522104,36.091533291719905,-5.942083490033834,31.458941667389478,-65.47945205479444,0.00011196100583090375,0.0,0.0024779714285714308,-0.0006009130985195529,0.0026143142857142842,-1.0487912087911806e-05,0.0,5.5491224489785865e-09,0.002467483516483519,0.002546142857142857,0.002546142857142857,0.002546142857142857,-inf,,,,,,248.0,70.0,178.0,3924910.0,92445.0,3832465.0,,,,3.7142857142857144,,72498.07142857143,2.0354009783964293,31287.932662381427,,
2019-09-06,29,1567728000,0.00241,0.002459,0.002504,0.002293,19441699.0,,,,585.0,157.0,,,,,,1.0,66.0,92.0,171.0,101.0,150.0,92276.0,1754913.0,331528.0,140806.0,2317384.0,3.7,,13.0,,,,,0.47112534,,,,,,,,0.0,0.0,455,696,2.384594359232093e-07,97221,-1.6793282686925377,,,Dogecoin,DOGE,0.002476,0.0069133794225295,0.002427,0.002293,0.002537,-0.0675071167141114,0.0317202114680766,-3.199999999999991e-05,-0.0130134200894672,Hold,Grey,10312.026406,,-108.94009811515639,-42.03435415057442,49.42915593629969,-7.4868322046651725,28.98282292471278,-58.08080808080811,0.00011903521970012493,0.0,0.002471542857142858,-0.0005322840879007221,0.002592314285714285,-9.290109890109777e-06,0.0,4.995780612244199e-09,0.0024622527472527482,0.0025319285714285713,0.0025319285714285713,0.0025319285714285713,-inf,,,,,,272.0,67.0,205.0,472334.0,92426.0,379908.0,,,,4.642857142857143,,78698.28571428571,2.288688541085317,33459.51842365423,,
2019-09-07,29,1567814400,0.002495,0.002476,0.002537,0.002372,17339325.0,,2.0,2.0,556.0,148.0,,,,,,,49.0,92.0,164.0,109.0,,85956.0,2164057.0,2217467.0,160819.0,4616842.0,3.8,,3.0,,,,,0.4473332,,,,,,,,0.0,0.0,269,625,2.3590249549929335e-07,92630,0.691337942252952,,,Dogecoin,DOGE,0.002459,-0.0068659127625202,0.002438,0.002349,0.002537,-0.051292407108239,0.0246365105008078,-3.799999999999984e-05,-0.0153473344103391,Sell,Red,10495.861838,,-61.2025831472148,-37.32290345160395,42.88735343006043,-5.712109672505717,31.338548274198025,-53.787878787878796,0.00012231841829297315,0.0,0.002470599999999999,-0.0004461515314522021,0.0025718285714285724,-7.786813186813349e-06,0.0,4.472311224487188e-09,0.0024628131868131855,0.002521214285714286,0.002521214285714286,0.002521214285714286,-inf,,,,,,273.0,,,2378286.0,,,,,,4.857142857142857,,84891.57142857143,,,,
2019-09-08,29,1567900800,0.00245,0.002459,0.002518,0.0024,19204066.0,,2.0,2.0,555.0,143.0,,,,,,6.0,73.0,70.0,153.0,113.0,25501.0,277089.0,702230.0,376910.0,179147.0,1554682.0,3.8,,8.0,,,,,0.39629862,,,,,,,,0.0,0.0,239,641,2.360769431658177e-07,111045,-0.686591276252023,,,Dogecoin,DOGE,0.002438,-0.0085400569337127,0.002445,0.002349,0.002518,-0.0447336315575436,0.0239934932899552,-1.399999999999969e-05,-0.0056933712891418,Hold,Grey,10416.095562,,-57.31834864129913,-39.48468224202971,42.887353430060436,-5.929609793420054,30.257658878985144,-58.08080808080811,0.00012200995984347508,0.0,0.0024678571428571414,-0.0003727373788051367,0.002552428571428573,-6.505494505494737e-06,0.0,4.0112653061185314e-09,0.0024613516483516468,0.0025101428571428575,0.0025101428571428575,0.0025101428571428575,-inf,,,,,,266.0,79.0,187.0,556057.0,302590.0,253467.0,,,,5.428571428571429,,92622.28571428571,,,,
2019-09-09,29,1567987200,0.00244,0.002438,0.002478,0.002375,18133232.0,,144.0,107.0,965.0,439.0,288107.0,2.0,320.0,105.0,353.0,6.0,70.0,105.0,478.0,146.0,12648.0,96464.0,426222.0,757894.0,212673.0,1502101.0,4.0,96.0,3.0,,,,,0.35617918,,,,,,,,0.0,0.0,185,1115,2.362414724679738e-07,165403,-0.8540056933712792,,,Dogecoin,DOGE,0.00241,-0.0114848236259229,0.002448,0.002349,0.002529,-0.0365053322395406,0.0373256767842493,1.0000000000000026e-05,0.0041017227235438,Hold,Grey,10319.949222,,-86.02355937599452,-42.139528678157404,45.00278142395708,-7.511380880121388,28.930235660921305,-60.49046321525883,0.00012065210556894116,0.0,0.002467285714285714,-0.0002531088281770294,0.0025247142857142864,-4.417582417582496e-06,0.0,3.051571428564577e-09,0.0024628681318681314,0.002496000000000001,0.002496000000000001,0.002496000000000001,-inf,,,,,,624.0,76.0,548.0,970567.0,109112.0,861455.0,,,,5.642857142857143,,104231.42857142857,,,,
2019-09-10,29,1568073600,0.002374,0.00241,0.002439,0.002349,15700952.0,292780508.97,81.0,55.0,935.0,252.0,178083.0,0.0,11.0,1.0,6.0,6.0,103.0,104.0,455.0,126.0,3109.0,101372.0,575109.0,566306.0,175124.0,1416122.0,3.9,87.0,6.0,2.0,5.0,3.0,65.0,0.42092885,,,,,,,,0.0,0.0,138,1030,2.383842860838953e-07,140125,-1.1484823625922989,260609343964.0,0.1123445938340737,Dogecoin,DOGE,0.002398,-0.0049792531120331,0.002562,0.002349,0.002529,-0.025311203319502,0.0493775933609959,0.000152,0.0630705394190872,Hold,Grey,10109.726776,,-118.02406523468497,-45.568380840468585,47.19342626995841,-7.521105141980044,27.215809579765697,-68.11989100817442,0.00011846266945687396,0.0,0.0024608857142857142,-0.00018611683982426236,0.0025031142857142863,-3.2483516483517076e-06,0.0,2.5195714285634443e-09,0.0024576373626373623,0.002482000000000001,0.002482000000000001,0.002482000000000001,-inf,,,,,,581.0,109.0,472.0,741430.0,104481.0,636949.0,,,,6.071428571428571,0.4927962892857143,114030.14285714286,,,,
2019-09-11,29,1568160000,0.00242,0.002398,0.002452,0.002363,16142699.0,,234.0,169.0,393.0,178.0,546424.0,3.0,44.0,16.0,139.0,0.0,27.0,50.0,308.0,8.0,0.0,22247.0,260088.0,254278.0,10013.0,367321.0,3.6,62.0,0.0,3.0,2.0,5.0,67.0,,,,,,,,,0.0,0.0,258,599,2.3559996989162075e-07,238018,-0.4979253112033137,,,Dogecoin,DOGE,0.00242,0.0091743119266054,0.002707,0.002363,0.002623,-0.0145954962468723,0.0938281901584653,0.000309,0.1288573811509592,Buy,Green,10178.269552,,-95.77616735852115,-47.01750987332342,44.102717345801,-4.233226837060711,26.491245063338287,-71.38964577656675,0.00011635819306709726,0.0,0.0024424285714285707,-0.0002820715299082828,0.0025064285714285713,-4.923076923076966e-06,0.0,2.931673469382058e-09,0.002437505494505494,0.0024744285714285723,0.0024744285714285723,0.0024744285714285723,-inf,,,,,,316.0,27.0,289.0,264291.0,22247.0,242044.0,,,,5.5,,122818.85714285714,,,,
2019-09-12,29,1568246400,0.002465,0.00242,0.002486,0.002384,17149519.0,288452479.15,421.0,282.0,799.0,295.0,1385013.0,10.0,310.0,94.0,541.0,0.0,45.0,92.0,487.0,175.0,0.0,56220.0,444611.0,778858.0,106279.0,1369788.0,3.9,89.0,4.0,5.0,1.4,3.0,66.5,0.00898808,,,,,,,,0.0,0.0,215,1175,2.321041040263647e-07,192839,0.9174311926605456,265211449125.0,0.1087632076600305,Dogecoin,DOGE,0.002427,0.0028925619834711,0.002695,0.002372,0.002818,-0.0198347107438016,0.1644628099173555,0.000275,0.1136363636363636,Buy,Green,10426.355924,,-60.381341025821264,-39.675705697912775,36.056194316563314,-0.6568144499178974,30.162147151043616,-65.39509536784745,0.0001153326078480189,0.0,0.0024229428571428575,-0.0004437589604396974,0.0025236285714285707,-7.745054945054848e-06,0.0,3.0364897959114667e-09,0.002415197802197803,0.002473285714285715,0.002473285714285715,0.002473285714285715,-inf,,,,,,662.0,45.0,617.0,885137.0,56220.0,828917.0,,,,4.857142857142857,,128623.28571428571,,,,
2019-09-13,29,1568332800,0.002405,0.002427,0.002465,0.002372,16892228.0,291600957.98,411.0,284.0,785.0,290.0,675756.0,21.0,654.0,413.0,944.0,0.0,29.0,94.0,490.0,172.0,0.0,52020.0,131637.0,359273.0,134858.0,677788.0,4.0,95.0,1.0,1.0,4.4,3.0,62.0,0.00865553,,,,,,,,0.0,0.0,224,1102,2.3424722417003166e-07,124875,0.28925619834711,264315957388.0,0.1103228729970121,Dogecoin,DOGE,0.002438,0.0045323444581788,0.002656,0.002372,0.003482,-0.022661722290894,0.4346930366707869,0.000229,0.0943551709929955,Buy,Green,10360.848495,,-66.53992395437238,-37.32582404558826,37.38511987502314,-1.2611879576891916,31.33708797720587,-63.487738419618545,0.00011373742157316041,0.0,0.0024088571428571414,-0.0005484024610370508,0.002533285714285715,-9.571428571428741e-06,0.0,3.1679234693824914e-09,0.0023992857142857127,0.0024710714285714292,0.0024710714285714292,0.0024710714285714292,-inf,,,,,,662.0,29.0,633.0,494131.0,52020.0,442111.0,,,,4.5,,131076.14285714287,,,,
2019-09-14,29,1568419200,0.002451,0.002438,0.00249,0.002383,18211953.0,289000091.22,459.0,290.0,1387.0,312.0,1069615.0,93.0,2144.0,1720.0,2545.0,0.0,28.0,400.0,685.0,274.0,0.0,103687.0,293496.0,449609.0,229325.0,1076117.0,3.9,97.0,1.0,1.0,1.5,3.0,48.5,0.00983378,,,,,,,,0.0,0.0,211,1693,2.3523413452059445e-07,119861,0.4532344458178887,266705262208.0,0.1083593510032106,Dogecoin,DOGE,0.002445,0.0028712059064807,0.00256,0.002374,0.003482,-0.0262510254306809,0.4282198523379819,0.000122,0.0500410172272354,Buy,Green,10364.142113,,-41.613392209845735,-33.52424031519583,31.26453365989531,-0.7328990228012922,33.23787984240209,-60.49046321525883,0.00011325617717507752,0.0,0.0023981999999999983,-0.0006310091233592381,0.00254137142857143,-1.101318681318703e-05,0.0,3.22816836734033e-09,0.002387186813186811,0.002469785714285715,0.002469785714285715,0.002469785714285715,-inf,-6.333974358974483e-05,,,,-2.5105697501880684,959.0,28.0,931.0,678934.0,103687.0,575247.0,,,,4.285714285714286,,132921.14285714287,3.207134902949093,92250.9681239689,,
2019-09-15,29,1568505600,0.002425,0.002445,0.002529,0.002381,17264501.0,300293847.6,411.0,266.0,1093.0,335.0,950085.0,19.0,533.0,277.0,679.0,0.0,63.0,398.0,571.0,61.0,0.0,88163.0,331781.0,454608.0,77041.0,951593.0,3.6,90.0,1.0,5.0,4.1,3.0,79.5,0.01285579,,,,,,,,0.0,0.0,418,1383,2.370384999877432e-07,131304,0.2871205906480747,265621557086.0,0.1130532667959529,Dogecoin,DOGE,0.002448,0.0012269938650306,0.002577,0.002374,0.003482,-0.0290388548057261,0.4241308793456031,0.0001319999999999,0.0539877300613495,Buy,Green,10314.780089,,-19.738738738738824,-31.03824417510189,22.12415522292776,-1.21212121212122,34.48087791244905,-58.583106267029926,0.00011573787880542914,0.0,0.002392571428571429,-0.0006617347721491445,0.002542714285714286,-1.1549450549450571e-05,0.0,3.2655153061143043e-09,0.002381021978021978,0.0024676428571428584,0.0024676428571428584,0.0024676428571428584,-inf,-6.468589743589825e-05,,,,-2.5747995733758247,632.0,63.0,569.0,531649.0,88163.0,443486.0,,,,4.214285714285714,,134602.7857142857,2.9277002188456005,33355.52887132384,,
2019-09-16,29,1568592000,0.002456,0.002448,0.002526,0.002395,17204968.0,293719923.61,479.0,274.0,879.0,677.0,657441.0,40.0,477.0,592.0,621.0,0.0,74.0,166.0,635.0,4.0,0.0,192965.0,175305.0,277825.0,13076.0,659171.0,3.6,90.0,2.0,1.0,1.9,3.0,47.0,0.01276301,,,,,,,,0.0,0.0,279,1173,2.3793279895093038e-07,144240,0.122699386503066,266744079567.0,0.1101130057269834,Dogecoin,DOGE,0.002562,0.0465686274509803,0.002456,0.002374,0.003482,-0.0302287581699347,0.4223856209150325,7.99999999999976e-06,0.003267973856209,Buy,Green,10288.619353,37.14477614235722,0.17277551524159143,-29.921817206793307,22.124155222927754,-5.373018940858132,35.039091396603354,-57.76566757493185,0.00011682803031932706,0.0,0.0024045714285714274,-0.00046844021930532166,0.0025108571428571437,-8.175824175824336e-06,0.0,2.1769183673396345e-09,0.002396395604395603,0.0024577142857142866,0.0024577142857142866,0.0024577142857142866,-inf,-6.148076923077114e-05,,,,-2.45458593738011,639.0,74.0,565.0,290901.0,192965.0,97936.0,699.2,,,4.214285714285714,,136323.5,2.267786838055365,55017.15564517778,,
2019-09-17,29,1568678400,0.00242,0.002562,0.002623,0.002374,24757929.0,293942902.82,492.0,324.0,710.0,532.0,1469026.0,19.0,418.0,342.0,1357.0,0.0,34.0,211.0,458.0,7.0,0.0,84331.0,387753.0,991259.0,7819.0,1468286.0,3.6,89.0,2.0,5.0,1.5,2.0,61.5,0.02026226,,,,,,,,0.0,0.0,281,1068,2.516311059523548e-07,141527,4.656862745098037,268305870461.0,0.1095551514825041,Dogecoin,DOGE,0.002707,0.0565964090554255,0.002181,0.002374,0.003482,-0.0733801717408275,0.3590944574551131,-0.0003809999999999,-0.1487119437939109,Hold,Grey,10181.571115,34.61281025081019,148.68624420401855,3.6659051545943004,1.6972536606987882,-1.0428736964078866,51.83295257729714,-18.484848484848442,0.000126268885296518,0.0,0.0024501428571428556,-4.974029210476158e-05,0.0024614285714285723,-8.681318681320479e-07,0.0,1.7188826530530974e-09,0.0024492747252747235,0.0024557857142857155,0.0024557857142857155,0.0024557857142857155,inf,-5.266666666666831e-05,,,,-2.105824336931959,465.0,34.0,431.0,999078.0,84331.0,914747.0,706.6,,,4.071428571428571,,137855.07142857142,1.0323827311807139e-07,54569.43397919322,,
