date,asset_id,time,open,close,high,low,volume,market_cap,url_shares,unique_url_shares,tweets,tweet_spam,tweet_followers,tweet_quotes,tweet_retweets,tweet_replies,tweet_favorites,tweet_sentiment1,tweet_sentiment2,tweet_sentiment3,tweet_sentiment4,tweet_sentiment5,tweet_sentiment_impact1,tweet_sentiment_impact2,tweet_sentiment_impact3,tweet_sentiment_impact4,tweet_sentiment_impact5,social_score,average_sentiment,sentiment_relative,news,price_score,social_impact_score,correlation_rank,galaxy_score,volatility,alt_rank,alt_rank_30d,market_cap_rank,percent_change_24h_rank,volume_24h_rank,social_volume_24h_rank,social_score_24h_rank,medium,youtube,social_contributors,social_volume,price_btc,social_volume_global,percent_change_24h,market_cap_global,market_dominance,name,symbol,close_end_1d,close_percent_change_1d,close_end_7d,close_min_7d,close_max_7d,close_loss_7d,close_gain_7d,close_change_7d,close_percent_change_7d,decision,color
2019-12-07,29,1575676800,0.002194,0.00218,0.002226,0.002143,17934912.0,266502920.0,131.0,72.0,397.0,155.0,563236.0,2.0,49.0,11.0,58.0,3.0,23.0,90.0,271.0,10.0,13233.0,155041.0,201227.0,187940.0,5915.0,563558.0,3.7,93.0,2.0,2.7,3.5,2.8,63.5,0.01130593,141.0,53.0,32.0,1178.0,42.0,24.0,39.0,0.0,0.0,571,511,2.907608942862723e-07,174565,-0.864029104138241,203122565590.0,0.13120300997868073,Dogecoin,DOGE,0.002209,0.013302752293577956,0.002095,0.002075,0.002235,-0.04816513761467892,0.025229357798165104,-8.5e-05,-0.0389908256880734,Hold,Grey
2019-12-08,29,1575763200,0.002195,0.002209,0.002235,0.002173,17775628.0,269878966.0,337.0,188.0,711.0,369.0,1110825.0,2.0,70.0,26.0,177.0,2.0,52.0,104.0,535.0,18.0,989.0,253178.0,242181.0,605234.0,9518.0,1111440.0,3.7,91.0,7.0,3.6,3.4,3.3,69.0,0.00683911,52.0,56.0,32.0,605.0,46.0,24.0,38.0,0.0,0.0,541,924,2.9392519419016866e-07,220881,1.3302752293577957,204502010308.0,0.1319688572222522,Dogecoin,DOGE,0.002178,-0.014033499320959805,0.002133,0.002072,0.002235,-0.062019013128112255,0.011770031688546845,-7.600000000000011e-05,-0.03440470801267547,Sell,Red
2019-12-09,29,1575849600,0.002167,0.002178,0.002202,0.00211,16176460.0,268466774.0,312.0,199.0,898.0,890.0,999183.0,21.0,316.0,235.0,418.0,8.0,104.0,235.0,537.0,14.0,4279.0,130591.0,227959.0,624725.0,12619.0,1000525.0,3.5,84.0,4.0,2.6,3.6,3.1,65.0,0.00818895,18.0,56.0,32.0,659.0,47.0,28.0,48.0,0.0,0.0,597,1127,2.967892975275271e-07,330654,-1.4033499320959806,199830411129.0,0.13434730603976588,Dogecoin,DOGE,0.002132,-0.021120293847566394,0.002085,0.002072,0.002202,-0.04866850321395765,0.011019283746556544,-9.299999999999977e-05,-0.04269972451790623,Hold,Grey
2019-12-10,29,1575936000,0.002145,0.002132,0.002169,0.002075,20904288.0,265390633.0,380.0,256.0,1141.0,653.0,981085.0,71.0,189.0,49.0,169.0,3.0,82.0,197.0,832.0,27.0,9791.0,116399.0,221847.0,608651.0,24875.0,982085.0,3.6,85.0,5.0,4.8,3.7,3.1,74.0,0.00974079,64.0,57.0,32.0,966.0,43.0,54.0,63.0,0.0,0.0,1131,1433,2.9532132594711446e-07,383873,-2.1120293847566396,196465500505.0,0.13508256274910002,Dogecoin,DOGE,0.002119,-0.006097560975609955,0.001972,0.00204,0.002183,-0.043151969981238304,0.02392120075046896,-0.00016000000000000042,-0.07504690431519719,Hold,Grey
2019-12-11,29,1576022400,0.002138,0.002119,0.002158,0.002099,20661431.0,262531342.0,1858.0,1801.0,2648.0,1091.0,2690016.0,12.0,303.0,97.0,527.0,7.0,354.0,385.0,1778.0,124.0,14954.0,443220.0,569806.0,1656882.0,6093.0,2692948.0,3.7,86.0,3.0,3.2,3.0,2.4,63.0,0.00743834,114.0,55.0,32.0,1151.0,44.0,21.0,25.0,0.0,0.0,899,4505,2.946256290641278e-07,389058,-0.6097560975609955,195741531477.0,0.13412143044913694,Dogecoin,DOGE,0.002129,0.004719207173194916,0.002084,0.001933,0.002183,-0.08777725342142509,0.030202925908447503,-3.4999999999999875e-05,-0.016517225106182105,Hold,Grey
2019-12-12,29,1576108800,0.002135,0.002129,0.002166,0.002114,20171301.0,260575162.0,1361.0,1236.0,1693.0,1164.0,769098.0,27.0,202.0,96.0,270.0,2.0,149.0,164.0,1309.0,69.0,13389.0,92453.0,182075.0,476176.0,5600.0,771170.0,3.7,87.0,1.0,3.3,4.0,3.7,74.5,0.00598431,47.0,55.0,32.0,752.0,45.0,20.0,67.0,0.0,0.0,1314,2965,2.9633605468345754e-07,405634,0.47192071731949164,195421503797.0,0.1333400659277908,Dogecoin,DOGE,0.002133,0.0018788163457022534,0.002032,0.001933,0.002194,-0.09206200093940807,0.03053076561766106,-9.699999999999986e-05,-0.04556129638327847,Hold,Grey
2019-12-13,29,1576195200,0.002146,0.002133,0.002177,0.002123,23034532.0,262354736.0,874.0,723.0,1243.0,452.0,2040525.0,8.0,143.0,71.0,245.0,6.0,103.0,200.0,884.0,50.0,1795.0,257309.0,357792.0,1413695.0,10401.0,2041949.0,3.6,86.0,23.0,2.4,3.0,2.9,59.0,0.00451206,98.0,56.0,34.0,1054.0,38.0,44.0,41.0,0.0,0.0,1227,2012,2.937805525292658e-07,326628,0.18788163457022533,197362402660.0,0.13293045304680626,Dogecoin,DOGE,0.002095,-0.017815283638068374,0.002049,0.001933,0.002194,-0.09376465072667599,0.02859821847163633,-8.399999999999987e-05,-0.03938115330520388,Sell,Red
2019-12-14,29,1576281600,0.002097,0.002095,0.00213,0.002072,25180547.0,260591168.0,445.0,169.0,879.0,465.0,668253.0,3.0,156.0,9.0,123.0,0.0,103.0,166.0,543.0,67.0,0.0,43640.0,135810.0,420208.0,68886.0,669097.0,3.6,85.0,1.0,3.0,3.1,2.6,60.5,0.00775117,27.0,53.0,33.0,733.0,39.0,18.0,45.0,0.0,0.0,752,1078,2.967086000701219e-07,226056,-1.7815283638068373,192568690311.0,0.13532374737510192,Dogecoin,DOGE,0.002133,0.018138424821002308,0.002049,0.001933,0.002194,-0.07732696897374704,0.047255369928401014,-4.6000000000000034e-05,-0.021957040572792377,Hold,Grey
2019-12-15,29,1576368000,0.002113,0.002133,0.002183,0.002091,26087405.0,259822601.0,845.0,644.0,1284.0,431.0,1096833.0,7.0,99.0,13.0,229.0,5.0,105.0,331.0,795.0,48.0,20068.0,42645.0,425480.0,579208.0,29780.0,1098127.0,3.6,85.0,8.0,2.8,3.0,2.8,60.0,0.00818047,16.0,52.0,33.0,383.0,34.0,24.0,36.0,0.0,0.0,773,1966,3.000580622901096e-07,249170,1.8138424821002308,193624064337.0,0.13418920932667872,Dogecoin,DOGE,0.002085,-0.02250351617440219,0.002092,0.001933,0.002194,-0.09376465072667599,0.02859821847163633,-4.0999999999999804e-05,-0.0192217533989685,Sell,Red
2019-12-16,29,1576454400,0.002059,0.002085,0.002131,0.00204,21694849.0,264063953.0,541.0,514.0,1067.0,453.0,839186.0,1.0,55.0,15.0,62.0,3.0,75.0,106.0,859.0,24.0,8555.0,41347.0,242885.0,532205.0,14327.0,839972.0,3.7,87.0,6.0,1.0,3.6,2.7,55.0,0.00926979,20.0,55.0,32.0,683.0,46.0,34.0,60.0,0.0,0.0,841,1637,3.0278521686888416e-07,361948,-2.2503516174402187,185508395697.0,0.14234609275113816,Dogecoin,DOGE,0.001972,-0.05419664268585144,0.00204,0.001933,0.002194,-0.07290167865707434,0.05227817745803365,-4.49999999999999e-05,-0.021582733812949593,Sell,Red
2019-12-17,29,1576540800,0.001992,0.001972,0.002035,0.001933,22677979.0,251601996.0,555.0,518.0,1233.0,446.0,749062.0,110.0,165.0,60.0,202.0,12.0,76.0,198.0,917.0,30.0,18129.0,58552.0,146265.0,520084.0,6569.0,750235.0,3.7,89.0,4.0,1.7,3.0,2.6,56.0,0.02381572,28.0,55.0,32.0,969.0,42.0,34.0,58.0,0.0,0.0,424,1792,2.9783343242917674e-07,365171,-5.419664268585144,176090829040.0,0.14288194187719294,Dogecoin,DOGE,0.002084,0.056795131845841854,0.002022,0.001933,0.002194,-0.019776876267748357,0.11257606490872232,5.000000000000013e-05,0.02535496957403658,Buy,Green
2019-12-18,29,1576627200,0.002171,0.002084,0.002194,0.002042,25215548.0,237281283.0,1815.0,1756.0,2098.0,407.0,1717974.0,6.0,74.0,40.0,261.0,4.0,114.0,229.0,1658.0,93.0,43232.0,292924.0,166538.0,1165614.0,50047.0,1720276.0,3.8,94.0,5.0,2.4,3.0,2.7,59.0,0.02246979,71.0,53.0,33.0,844.0,41.0,22.0,37.0,0.0,0.0,757,3904,2.8611973742707673e-07,377642,5.679513184584185,192381501979.0,0.12333892841001999,Dogecoin,DOGE,0.002032,-0.024952015355086357,0.002029,0.001962,0.002194,-0.05854126679462558,0.05278310940499054,-5.499999999999993e-05,-0.026391554702495167,Sell,Red
2019-12-19,29,1576713600,0.002025,0.002032,0.002072,0.001992,20664993.0,248756808.0,1860.0,1769.0,2074.0,652.0,742910.0,6.0,139.0,110.0,144.0,7.0,104.0,145.0,1696.0,122.0,14374.0,61335.0,141369.0,507076.0,19155.0,745384.0,3.9,95.0,4.0,2.5,4.0,2.7,65.5,0.01747087,51.0,53.0,33.0,842.0,38.0,16.0,61.0,0.0,0.0,645,3892,2.8439565721790817e-07,363470,-2.495201535508636,189415376260.0,0.13132872996463882,Dogecoin,DOGE,0.002049,0.008366141732283509,0.002031,0.00194,0.002166,-0.04527559055118103,0.06594488188976379,-1.0000000000001327e-06,-0.0004921259842520339,Hold,Grey
2019-12-20,29,1576800000,0.00203,0.002049,0.002078,0.002015,23837903.0,248097955.0,1710.0,1690.0,2011.0,342.0,541166.0,2.0,111.0,12.0,67.0,5.0,82.0,189.0,1654.0,81.0,2158.0,27242.0,141537.0,363067.0,7354.0,543202.0,3.9,95.0,0.0,3.8,3.8,3.4,74.0,0.00758166,27.0,54.0,33.0,455.0,38.0,17.0,99.0,0.0,0.0,753,3756,2.8452364347382355e-07,325011,0.8366141732283509,190875467047.0,0.12997896421068608,Dogecoin,DOGE,0.002049,0.0,0.002009,0.00194,0.002166,-0.05319668130795507,0.0571010248901903,-4.0000000000000105e-05,-0.019521717911176233,Hold,Grey
2019-12-21,29,1576886400,0.002022,0.002049,0.002069,0.002006,24285444.0,250941232.0,1697.0,1685.0,1892.0,267.0,441187.0,5.0,103.0,19.0,110.0,9.0,64.0,176.0,1539.0,104.0,21047.0,27221.0,140940.0,235388.0,16828.0,443196.0,3.9,96.0,2.0,1.9,3.9,3.1,64.0,0.00569212,10.0,53.0,33.0,457.0,35.0,16.0,63.0,0.0,0.0,569,3615,2.8683892564582033e-07,299923,0.0,189394534058.0,0.13249655447984154,Dogecoin,DOGE,0.002092,0.02098584675451443,0.002034,0.00194,0.002166,-0.05319668130795507,0.0571010248901903,-1.5000000000000256e-05,-0.007320644216691194,Hold,Grey
2019-12-22,29,1576972800,0.00213,0.002092,0.002166,0.002058,27616539.0,250993814.0,1728.0,1719.0,2200.0,304.0,999174.0,6.0,271.0,176.0,256.0,1.0,65.0,132.0,1905.0,97.0,5.0,230043.0,397615.0,354755.0,17465.0,1001737.0,3.9,97.0,5.0,2.0,3.7,2.9,62.5,0.00926623,66.0,50.0,33.0,910.0,33.0,16.0,45.0,0.0,0.0,451,3959,2.7856431932808707e-07,303321,2.098584675451443,197485165097.0,0.12709502198644534,Dogecoin,DOGE,0.00204,-0.02485659655831738,0.002027,0.00194,0.002166,-0.07265774378585087,0.03537284894837468,-6.499999999999995e-05,-0.031070745697896727,Sell,Red
2019-12-23,29,1577059200,0.002025,0.00204,0.002063,0.001962,20647477.0,257443099.0,1757.0,1700.0,1883.0,281.0,571959.0,1.0,84.0,7.0,58.0,8.0,102.0,106.0,1554.0,113.0,23265.0,42930.0,95316.0,381090.0,29508.0,573951.0,3.9,94.0,2.0,4.6,4.0,2.9,77.5,0.01382577,25.0,53.0,33.0,827.0,36.0,15.0,55.0,0.0,0.0,754,3611,2.787056403147407e-07,331209,-2.485659655831738,192955906576.0,0.13342068847143598,Dogecoin,DOGE,0.002022,-0.008823529411764813,0.00201,0.00194,0.002104,-0.049019607843137275,0.03137254901960775,-3.000000000000008e-05,-0.014705882352941214,Hold,Grey
2019-12-24,29,1577145600,0.002018,0.002022,0.002043,0.001974,19943479.0,249564152.0,1871.0,1798.0,2031.0,409.0,909630.0,16.0,175.0,106.0,164.0,0.0,70.0,198.0,1650.0,113.0,0.0,38308.0,162158.0,705096.0,4529.0,912025.0,3.9,96.0,6.0,3.2,3.0,3.4,68.0,0.01347027,57.0,54.0,32.0,846.0,37.0,13.0,43.0,0.0,0.0,443,3880,2.78547490800499e-07,280551,-0.8823529411764813,191562151322.0,0.13027842414470667,Dogecoin,DOGE,0.002029,0.0034619188921859853,0.002002,0.00194,0.002104,-0.04055390702274967,0.040553907022749774,-2.0000000000000052e-05,-0.00989119683481704,Hold,Grey
2019-12-25,29,1577232000,0.001992,0.002029,0.002059,0.00194,23483381.0,245420696.0,1833.0,1788.0,1992.0,246.0,937363.0,11.0,131.0,20.0,119.0,1.0,68.0,145.0,1629.0,149.0,1007.0,49107.0,350262.0,463262.0,74006.0,939556.0,3.9,96.0,8.0,2.6,3.9,2.8,66.0,0.00779998,2.0,56.0,32.0,294.0,30.0,12.0,30.0,0.0,0.0,573,3825,2.8208664765188097e-07,277962,0.3461918892185985,189568079901.0,0.1294630911112084,Dogecoin,DOGE,0.002031,0.0009857072449481674,0.002021,0.00194,0.002104,-0.043863972400197085,0.03696402168555938,-8.000000000000194e-06,-0.003942828979793097,Hold,Grey
2019-12-26,29,1577318400,0.002049,0.002031,0.002076,0.001965,22753527.0,249299025.0,1751.0,1737.0,2125.0,376.0,978686.0,15.0,329.0,59.0,226.0,1.0,108.0,265.0,1635.0,116.0,402.0,90766.0,101589.0,772980.0,13578.0,981168.0,3.9,95.0,2.0,3.1,3.9,3.3,71.0,0.00843146,58.0,54.0,32.0,955.0,31.0,14.0,43.0,0.0,0.0,528,3894,2.820998359778353e-07,308864,0.09857072449481674,189977061475.0,0.1312258559346158,Dogecoin,DOGE,0.002009,-0.010832102412604572,0.001978,0.001957,0.002104,-0.03643525356967004,0.03594288527818816,-5.299999999999966e-05,-0.02609551944854735,Hold,Grey
2019-12-27,29,1577404800,0.002042,0.002009,0.002072,0.001979,23078230.0,249027401.0,884.0,867.0,1290.0,162.0,889603.0,6.0,200.0,24.0,129.0,0.0,55.0,174.0,993.0,68.0,0.0,23376.0,112944.0,732935.0,20707.0,890909.0,3.9,95.0,0.0,2.4,3.7,2.1,60.5,0.00846856,51.0,55.0,32.0,823.0,32.0,11.0,38.0,0.0,0.0,617,2182,2.777510952926073e-07,294569,-1.0832102412604572,191351558647.0,0.130141297390422,Dogecoin,DOGE,0.002034,0.012444001991040244,0.002028,0.001943,0.002104,-0.03285216525634638,0.047287207565953226,1.899999999999992e-05,0.009457441513190603,Hold,Grey
2019-12-28,29,1577491200,0.002041,0.002034,0.002092,0.002002,18045509.0,246880430.0,1503.0,1488.0,1985.0,544.0,612618.0,4.0,154.0,53.0,108.0,1.0,62.0,189.0,1577.0,156.0,8.0,73242.0,186872.0,326705.0,26110.0,614556.0,3.9,97.0,0.0,2.9,3.9,3.3,69.5,0.01060116,64.0,53.0,33.0,968.0,36.0,14.0,41.0,0.0,0.0,772,3508,2.788196789860208e-07,283053,1.2444001991040243,193494079275.0,0.12759068955754746,Dogecoin,DOGE,0.002027,-0.0034414945919368873,0.002036,0.001943,0.002125,-0.04473942969518177,0.0447394296951821,2.0000000000002655e-06,0.0009832841691250077,Hold,Grey
2019-12-29,29,1577577600,0.00208,0.002027,0.002104,0.002006,19046593.0,249197472.0,1545.0,1520.0,1863.0,361.0,464871.0,2.0,91.0,38.0,170.0,10.0,85.0,148.0,1501.0,119.0,42580.0,71517.0,115644.0,226682.0,8749.0,466829.0,3.9,95.0,5.0,5.0,3.0,3.1,75.5,0.00526846,108.0,54.0,33.0,1165.0,36.0,17.0,61.0,0.0,0.0,632,3448,2.751047756013722e-07,294673,-0.3441494591936887,196712704578.0,0.12668092410939777,Dogecoin,DOGE,0.00201,-0.008386778490379915,0.002079,0.001943,0.002125,-0.04144055254070059,0.04834731129748396,5.199999999999996e-05,0.02565367538233841,Hold,Grey
2019-12-30,29,1577664000,0.001981,0.00201,0.002025,0.001966,24530167.0,248619815.0,1613.0,1565.0,1877.0,496.0,801613.0,9.0,167.0,43.0,198.0,10.0,116.0,98.0,1545.0,108.0,19361.0,43338.0,292670.0,419857.0,26804.0,803711.0,3.9,94.0,1.0,1.0,3.7,3.0,57.5,0.00633554,20.0,55.0,33.0,630.0,30.0,15.0,40.0,0.0,0.0,511,3487,2.789408599726313e-07,322308,-0.8386778490379915,192495575474.0,0.1291561192447151,Dogecoin,DOGE,0.002002,-0.003980099502487659,0.002151,0.001943,0.002125,-0.03333333333333333,0.057213930348258744,0.00014100000000000007,0.07014925373134331,Hold,Grey
2019-12-31,29,1577750400,0.001996,0.002002,0.002036,0.001957,23360708.0,245086844.0,1753.0,1708.0,1985.0,363.0,825257.0,8.0,228.0,94.0,280.0,1.0,57.0,110.0,1656.0,161.0,1620.0,16619.0,153602.0,492192.0,161834.0,827779.0,4.0,97.0,5.0,2.8,3.9,2.5,66.0,0.00614627,24.0,53.0,33.0,725.0,28.0,14.0,59.0,0.0,0.0,264,3744,2.80215127855303e-07,292905,-0.3980099502487659,190296025841.0,0.12879241325027982,Dogecoin,DOGE,0.002021,0.00949050949050945,0.002166,0.001943,0.002219,-0.029470529470529375,0.10839160839160848,0.00016400000000000008,0.08191808191808196,Buy,Green
2020-01-01,29,1577836800,0.002014,0.002021,0.002054,0.001974,10671349.0,245033214.0,1857.0,1829.0,2759.0,413.0,2698720.0,175.0,737.0,137.0,593.0,5.0,178.0,175.0,2290.0,111.0,4932.0,72539.0,1464632.0,1136467.0,21792.0,2702313.0,3.9,95.0,2.0,5.0,3.9,3.4,80.5,0.00697262,37.0,53.0,33.0,613.0,44.0,13.0,32.0,0.0,0.0,190,4623,2.815000631806068e-07,304577,0.949050949050945,191148255972.0,0.12819013846293906,Dogecoin,DOGE,0.001978,-0.021276595744680674,0.002095,0.001943,0.002258,-0.03859475507174653,0.11726867887184575,7.400000000000028e-05,0.03661553686293928,Hold,Grey
2020-01-02,29,1577923200,0.001957,0.001978,0.00201,0.001943,12507732.0,247840044.0,1858.0,1741.0,2313.0,439.0,719989.0,135.0,202.0,40.0,174.0,3.0,64.0,161.0,1993.0,92.0,1453.0,53128.0,96042.0,560092.0,9825.0,722472.0,3.9,97.0,8.0,3.1,3.6,3.3,70.0,0.00853062,12.0,41.0,33.0,653.0,42.0,11.0,13.0,0.0,0.0,863,4094,2.8428729992492404e-07,339507,-2.1276595744680673,185370611582.0,0.13369974986049296,Dogecoin,DOGE,0.002028,0.025278058645095903,0.002137,0.001943,0.002258,-0.017694641051567286,0.14155712841253784,0.00015899999999999985,0.08038422649140538,Buy,Green
2020-01-03,29,1578009600,0.002084,0.002028,0.002125,0.002001,14047310.0,248348247.0,1761.0,1741.0,2464.0,321.0,767799.0,187.0,317.0,127.0,344.0,4.0,73.0,343.0,1936.0,108.0,3588.0,30896.0,361801.0,363727.0,8762.0,770748.0,3.9,96.0,9.0,3.1,3.0,3.1,66.0,0.01251788,57.0,47.0,34.0,791.0,40.0,12.0,62.0,0.0,0.0,578,4265,2.76927322242876e-07,322238,2.5278058645095904,195372638175.0,0.12711516275761628,Dogecoin,DOGE,0.002036,0.003944773175542503,0.002202,0.002001,0.002258,-0.013313609467455466,0.11341222879684427,0.0001740000000000001,0.0857988165680474,Buy,Green
2020-01-04,29,1578096000,0.002039,0.002036,0.002104,0.002004,20802080.0,254156970.0,1990.0,1865.0,2118.0,445.0,669245.0,32.0,188.0,68.0,385.0,6.0,101.0,153.0,1619.0,239.0,2931.0,130677.0,121954.0,294214.0,120142.0,672006.0,3.9,94.0,7.0,3.1,3.7,3.2,68.5,0.0104388,28.0,45.0,34.0,608.0,30.0,13.0,49.0,0.0,0.0,705,4030,2.775357591817921e-07,318945,0.3944773175542503,195828305972.0,0.12978561436176647,Dogecoin,DOGE,0.002079,0.021119842829076654,0.002162,0.002004,0.002318,-0.015717092337917443,0.1385068762278979,0.0001259999999999998,0.06188605108055,Buy,Green
2020-01-05,29,1578182400,0.002058,0.002079,0.002095,0.00201,22535904.0,255030290.0,1922.0,1801.0,3070.0,682.0,1241322.0,166.0,688.0,221.0,647.0,21.0,169.0,475.0,2261.0,144.0,28359.0,133324.0,394725.0,665743.0,20893.0,1245052.0,3.8,93.0,2.0,3.7,3.0,2.6,66.0,0.0064068,17.0,43.0,34.0,531.0,30.0,12.0,36.0,0.0,0.0,503,4911,2.83349406861109e-07,309979,2.1119842829076654,196240791379.0,0.12995783812727282,Dogecoin,DOGE,0.002151,0.03463203463203464,0.0022,0.002005,0.002318,-0.035594035594035726,0.11495911495911498,0.00012100000000000001,0.058201058201058205,Buy,Green
2020-01-06,29,1578268800,0.002199,0.002151,0.002219,0.002113,25182187.0,260303418.0,1843.0,1808.0,2014.0,477.0,708082.0,3.0,91.0,8.0,106.0,8.0,98.0,152.0,1642.0,114.0,9269.0,97615.0,244327.0,331732.0,25347.0,710223.0,3.9,94.0,1.0,5.0,4.1,3.6,82.0,0.01057763,40.0,47.0,34.0,675.0,34.0,15.0,54.0,0.0,0.0,888,3859,2.774781284531301e-07,349294,3.463203463203464,209044225065.0,0.12452074096716209,Dogecoin,DOGE,0.002166,0.0069735006973499864,0.002111,0.002005,0.002318,-0.06787540678754081,0.0776383077638308,-4.0000000000000105e-05,-0.018596001859600232,Hold,Grey
2020-01-07,29,1578355200,0.002222,0.002166,0.002258,0.002144,21283756.0,263097586.0,1856.0,1791.0,2095.0,562.0,1421400.0,25.0,183.0,88.0,339.0,8.0,103.0,109.0,1769.0,106.0,15709.0,215951.0,278544.0,880197.0,31634.0,1424031.0,3.9,94.0,0.0,2.9,3.0,2.9,63.5,0.01358611,28.0,49.0,34.0,882.0,34.0,15.0,52.0,0.0,0.0,452,3938,2.657765262887691e-07,358632,0.6973500697349987,214233815102.0,0.12280861724594466,Dogecoin,DOGE,0.002095,-0.03277931671283466,0.002357,0.002005,0.002318,-0.0743305632502309,0.07017543859649134,0.0001910000000000002,0.0881809787626963,Hold,Grey
2020-01-08,29,1578441600,0.002135,0.002095,0.002178,0.002057,16709941.0,271085791.0,1858.0,1824.0,2094.0,541.0,827846.0,10.0,272.0,165.0,315.0,15.0,70.0,110.0,1772.0,127.0,12876.0,64856.0,100924.0,639088.0,10864.0,830567.0,3.9,96.0,1.0,5.0,3.9,3.0,79.5,0.01788252,72.0,45.0,35.0,1237.0,36.0,13.0,36.0,0.0,0.0,518,3955,2.6038338644745305e-07,337271,-3.2779316712834663,212329132247.0,0.12767244331062827,Dogecoin,DOGE,0.002137,0.020047732696897344,0.00236,0.002005,0.002439,-0.04295942720763734,0.16420047732696902,0.00026500000000000004,0.12649164677804298,Buy,Green
2020-01-09,29,1578528000,0.002043,0.002137,0.002163,0.002005,14549303.0,260171347.0,1880.0,1781.0,3218.0,686.0,32844449.0,120.0,91.0,9.0,124.0,12.0,135.0,1292.0,1660.0,119.0,23979.0,218749.0,31696782.0,845509.0,59774.0,32846905.0,3.9,93.0,3.0,4.6,3.7,2.8,75.5,0.01895538,5.0,47.0,33.0,230.0,38.0,16.0,70.0,0.0,0.0,525,5058,2.7339359523403584e-07,353689,2.0047732696897342,206714038997.0,0.12586051158517386,Dogecoin,DOGE,0.002202,0.030416471689284023,0.00227,0.002005,0.002439,-0.06176883481516152,0.14131960692559672,0.00013299999999999987,0.06223678053345806,Buy,Green
2020-01-10,29,1578614400,0.002217,0.002202,0.002318,0.002157,18057681.0,263448384.0,939.0,872.0,1218.0,457.0,1079333.0,7.0,169.0,42.0,351.0,8.0,70.0,112.0,969.0,59.0,38848.0,111356.0,148863.0,732470.0,48365.0,1080879.0,3.7,90.0,1.0,1.0,3.2,4.4,61.5,0.01794366,19.0,12.0,33.0,625.0,34.0,16.0,3.0,0.0,0.0,1666,2119,2.697353182647946e-07,352450,3.041647168928402,217202754759.0,0.12129145612923391,Dogecoin,DOGE,0.002162,-0.018165304268846553,0.002411,0.002087,0.002439,-0.05222524977293374,0.10762942779291564,0.00020899999999999998,0.09491371480472298,Hold,Grey
2020-01-11,29,1578700800,0.002216,0.002162,0.0023,0.002087,24191563.0,268086735.0,2075.0,1787.0,2347.0,492.0,1498440.0,27.0,126.0,74.0,156.0,4.0,65.0,273.0,1894.0,111.0,20977.0,57344.0,276945.0,1123642.0,19915.0,1500956.0,3.9,97.0,3.0,1.0,3.0,3.7,58.5,0.01902034,102.0,22.0,34.0,1185.0,33.0,15.0,41.0,0.0,0.0,493,4166,2.706438436276854e-07,315039,-1.8165304268846554,213603828829.0,0.12550652133422954,Dogecoin,DOGE,0.0022,0.01757631822386692,0.002495,0.002087,0.002439,-0.03469010175763181,0.12812210915818703,0.00033299999999999996,0.1540240518038853,Buy,Green
2020-01-12,29,1578787200,0.002203,0.0022,0.002281,0.002123,26103389.0,268400494.0,2236.0,1764.0,2306.0,717.0,1102082.0,10.0,309.0,54.0,289.0,16.0,74.0,401.0,1725.0,90.0,23933.0,211237.0,306195.0,536757.0,24622.0,1105119.0,3.8,95.0,0.0,3.0,3.8,3.1,67.0,0.01957234,51.0,22.0,33.0,786.0,34.0,13.0,23.0,0.0,0.0,744,4111,2.7005493476877924e-07,296116,1.7576318223866918,218578139245.0,0.1227938415648946,Dogecoin,DOGE,0.002111,-0.0404545454545455,0.002425,0.002108,0.002498,-0.041818181818181845,0.1354545454545453,0.00022499999999999994,0.10227272727272724,Hold,Grey
2020-01-13,29,1578873600,0.002258,0.002111,0.002287,0.002108,22208778.0,267708719.0,1738.0,1692.0,3510.0,796.0,1865745.0,21.0,1041.0,181.0,732.0,9.0,97.0,89.0,3165.0,150.0,12526.0,316105.0,93609.0,1387773.0,57707.0,1869596.0,3.9,97.0,0.0,2.2,3.6,3.0,63.0,0.02116529,153.0,22.0,34.0,1441.0,34.0,11.0,37.0,0.0,0.0,759,5248,2.6095125232723647e-07,354645,-4.04545454545455,216137743434.0,0.12386023595261036,Dogecoin,DOGE,0.002357,0.11653244907626722,0.002333,0.002108,0.002515,-0.001421127427759339,0.1913784936049265,0.00022199999999999998,0.10516342965419231,Buy,Green
2020-01-14,29,1578960000,0.002299,0.002357,0.002439,0.002268,32736370.0,279582906.0,1705.0,1656.0,2297.0,1359.0,1120699.0,14.0,282.0,83.0,291.0,3.0,82.0,112.0,1969.0,131.0,1153.0,38062.0,222081.0,790010.0,70063.0,1123291.0,3.9,96.0,0.0,2.9,3.7,3.4,69.5,0.02194678,26.0,21.0,34.0,469.0,32.0,16.0,35.0,0.0,0.0,1491,4009,2.6888250338257787e-07,380991,11.653244907626723,242068334472.0,0.11549751296873541,Dogecoin,DOGE,0.00236,0.0012728044123886146,0.002434,0.002267,0.002515,-0.038184132371658984,0.06703436571913438,7.699999999999981e-05,0.032668646584641414,Buy,Green
