date,asset_id,time,open,close,high,low,volume,market_cap,url_shares,unique_url_shares,tweets,tweet_spam,tweet_followers,tweet_quotes,tweet_retweets,tweet_replies,tweet_favorites,tweet_sentiment1,tweet_sentiment2,tweet_sentiment3,tweet_sentiment4,tweet_sentiment5,tweet_sentiment_impact1,tweet_sentiment_impact2,tweet_sentiment_impact3,tweet_sentiment_impact4,tweet_sentiment_impact5,social_score,average_sentiment,sentiment_relative,news,price_score,social_impact_score,correlation_rank,galaxy_score,volatility,alt_rank,alt_rank_30d,market_cap_rank,percent_change_24h_rank,volume_24h_rank,social_volume_24h_rank,social_score_24h_rank,medium,youtube,social_contributors,social_volume,price_btc,social_volume_global,percent_change_24h,market_cap_global,market_dominance,name,symbol,close_end_1d,close_percent_change_1d,close_end_7d,close_min_7d,close_max_7d,close_loss_7d,close_gain_7d,close_change_7d,close_percent_change_7d,decision,color
2019-09-13,1,1568332800,10435.219549,10360.848495,10484.541075,10137.459411,9854825614.0,185742283022.75,19883.0,14195.0,32500.0,4836.0,192991373.0,863.0,11324.0,4525.0,41401.0,7.0,1073.0,8307.0,22388.0,724.0,11365.0,6209134.0,49527499.0,133952832.0,3346535.0,193071127.0,3.7,96.0,84.0,1.6,4.1,1.0,52.0,0.01003163,,,,,,,,0.0,0.0,12981,48836,1,124875.0,-0.6282869055832869,264315957388.0,70.27282229127448,Bitcoin,BTC,10364.142113,0.0003178907597760116,10159.610105,10068.301674,10570.201707,-0.028235797593332137,0.020206184088207728,-201.23839000000044,-0.0194229642579095,Hold,Grey
2019-09-14,1,1568419200,10570.201707,10364.142113,10570.201707,10364.142113,9732850643.0,184579367686.0,17234.0,12093.0,29175.0,4759.0,146486324.0,581.0,8366.0,3165.0,26984.0,7.0,673.0,7655.0,20232.0,608.0,9744.0,4226466.0,32783337.0,107669483.0,1836390.0,146581454.0,3.7,97.0,56.0,1.0,4.1,3.0,59.0,0.00934136,,,,,,,,0.0,0.0,10719,43474,1,119861.0,0.03178907597760116,266705262208.0,69.20724629049461,Bitcoin,BTC,10314.780089,-0.0047627698908223205,9980.578623,10068.301674,10570.201707,-0.0285446142839859,0.019881973032918436,-383.56349000000046,-0.037008706154162754,Hold,Grey
2019-09-15,1,1568505600,10388.342301,10314.780089,10388.342301,10314.780089,8182265450.0,185432385353.81,17652.0,12877.0,34940.0,4830.0,168191610.0,1756.0,16238.0,7098.0,47817.0,10.0,867.0,7304.0,25474.0,1285.0,13681.0,4762313.0,43901047.0,117047228.0,2540250.0,168311368.0,3.8,97.0,45.0,2.9,1.8,5.0,67.0,0.00856981,,,,,,,,0.0,0.0,9919,49878,1,131304.0,-0.47627698908223204,265621557086.0,69.81074404807165,Bitcoin,BTC,10288.619353,-0.002536237881396854,10033.14897,9965.98885,10543.122733,-0.03381470433596174,0.022137422420038983,-281.63111899999967,-0.02730364744279326,Hold,Grey
2019-09-16,1,1568592000,10517.982005,10288.619353,10517.982005,10288.619353,10657845469.0,182476442222.77,21267.0,15650.0,39669.0,5800.0,189733664.0,1246.0,16569.0,7168.0,51058.0,5.0,1143.0,8387.0,28790.0,1344.0,2008.0,7963139.0,36531401.0,135005094.0,10308063.0,189836611.0,3.8,96.0,43.0,5.0,1.9,2.0,63.5,0.00851763,,,,,,,,0.0,0.0,14634,57776,1,144240.0,-0.2536237881396854,266744079567.0,68.40880686798377,Bitcoin,BTC,10181.571115,-0.010404528958376307,9693.832062,9905.868606,10543.122733,-0.03720137113327999,0.02473639769030729,-594.7872910000006,-0.05781021443140181,Hold,Grey
2019-09-17,1,1568678400,10543.122733,10181.571115,10543.122733,10181.571115,10635817005.0,183533596274.76,21415.0,14604.0,34573.0,5999.0,175535041.0,1510.0,16958.0,5664.0,58263.0,11.0,1178.0,7187.0,25138.0,1059.0,53323.0,9387158.0,35652036.0,125867543.0,4657376.0,172496213.0,3.7,92.0,51.0,2.4,4.1,2.0,61.0,0.00841861,,,,,,,,0.0,0.0,15591,51878,1,141527.0,-1.0404528958376307,268305870461.0,68.4046144646089,Bitcoin,BTC,10170.611748,-0.0010763925209789484,8531.789863,9663.591813,10543.122733,-0.05087420164820029,0.03551039558790132,-1649.7812520000007,-0.1620360191335756,Sell,Red
2019-09-18,1,1568764800,10249.327957,10170.611748,10249.327957,10170.611748,11040810435.0,183098372623.6,24067.0,16147.0,39614.0,6517.0,179768101.0,1278.0,14964.0,6726.0,52542.0,6.0,1067.0,8537.0,29159.0,845.0,11976.0,6746161.0,43807065.0,126205479.0,3072930.0,179866671.0,3.8,97.0,49.0,2.7,2.0,3.0,57.5,0.00847917,,,,,,,,0.0,0.0,13543,58291,1,139402.0,-0.10763925209789484,270387184247.0,67.71710468952506,Bitcoin,BTC,10259.256358,0.008715759896884542,8464.917221,8222.015665,10344.46823,-0.1915908434301585,0.017094004402851096,-1705.6945269999997,-0.167708154559672,Hold,Grey
2019-09-19,1,1568851200,10344.46823,10259.256358,10344.46823,10068.301674,14966123922.0,177123517489.45,22168.0,15515.0,39508.0,5781.0,217187460.0,1166.0,15013.0,7727.0,53308.0,6.0,1339.0,7533.0,29804.0,826.0,7001.0,10778543.0,43279083.0,160239463.0,2960584.0,217302973.0,3.8,96.0,61.0,2.5,2.0,5.0,66.0,0.01558568,,,,,,,,0.0,0.0,14602,57569,1,142561.0,0.8715759896884543,272858872471.0,64.91396665441953,Bitcoin,BTC,10159.610105,-0.009712814410987817,8075.227289,8222.015665,10344.46823,-0.19857586377704586,0.00830585268819733,-2184.029069,-0.2128837600687237,Sell,Red
2019-09-20,1,1568937600,10207.884597,10159.610105,10207.884597,10159.610105,10686750144.0,183246391993.77,20404.0,14201.0,32909.0,5227.0,172128416.0,1508.0,13395.0,4775.0,40270.0,4.0,939.0,6767.0,24392.0,807.0,3123.0,7719910.0,40613759.0,121122299.0,2729273.0,172234899.0,3.8,96.0,59.0,3.9,2.0,1.0,53.0,0.00620077,37.0,1.0,,,,,,0.0,0.0,13978,49313,1,123911.0,-0.9712814410987817,269890623775.0,67.89653876473204,Bitcoin,BTC,9980.578623,-0.01762188510678091,8185.655469,7910.175475,10207.884597,-0.22140954296001497,0.004751608723275948,-1973.9546359999995,-0.19429432976256913,Sell,Red
2019-09-21,1,1569024000,10102.322083,9980.578623,10102.322083,9965.98885,8785209237.0,179291367660.63,15967.0,11386.0,28435.0,5473.0,142583163.0,905.0,10508.0,4370.0,32301.0,1.0,730.0,5978.0,21172.0,554.0,7.0,6532082.0,32794293.0,99279306.0,4025559.0,142649136.0,3.8,97.0,69.0,2.3,2.0,5.0,65.5,0.00675969,48.0,1.0,,,,,,0.0,0.0,13269,43056,1,105645.0,-1.762188510678091,265137729227.0,67.62197450485371,Bitcoin,BTC,10033.14897,0.0052672644528698655,8223.120452,7910.175475,10102.322083,-0.2074431980555522,0.012198036266098326,-1757.4581710000002,-0.1760878038623914,Hold,Grey
2019-09-22,1,1569110400,9905.868606,10033.14897,10033.14897,9905.868606,9654946130.0,180207972256.72,19467.0,13576.0,41108.0,5733.0,214602785.0,1964.0,21887.0,7385.0,80575.0,12.0,1149.0,6250.0,32854.0,842.0,19296.0,11943336.0,34249602.0,164806518.0,3694520.0,214738038.0,3.8,97.0,112.0,1.0,2.0,5.0,59.0,0.00611872,16.0,1.0,,,,,,0.0,0.0,10914,57084,1,125668.0,0.5267264452869865,264042755632.0,68.24954232331915,Bitcoin,BTC,9693.832062,-0.03381958236786757,8061.324161,7910.175475,10033.14897,-0.2115959307838325,0.0,-1971.8248090000006,-0.19653100087479322,Sell,Red
